,0,1,2,3,4,5,6,7,8,9,10,11
67,49.8475,49.8225,49.7875,50.2075,50.646725,49.9175,50.96,52.50625,52.58,52.9008,52.6875,50.25
68,50.05,50.325,49.905,50.255,50.79,50.865,51.07,52.655,52.72,53.2475,53.2975,52.3575
69,108038100.0,98478984.0,89927550.0,190159140.0,146189780.0,111533460.0,115254500.0,97727660.0,107678110.0,86258990.0,89071280.0,187531380.0
70,50.2475,50.12,52.2425,50.6875,50.435,51.625,52.5875,52.59,53.16,53.115,50.66,51.6225
71,50.69,50.5129,53.035,51.61,51.285,51.79,53.182674,53.3375,53.4125,53.60875,53.01275,51.7975
72,49.8225,49.7875,50.2075,50.646725,49.9175,50.96,52.50625,52.58,52.9008,52.6875,50.25,51.264324
73,50.325,49.905,50.255,50.79,50.865,51.07,52.655,52.72,53.2475,53.2975,52.3575,51.465
74,98478984.0,89927550.0,190159140.0,146189780.0,111533460.0,115254500.0,97727660.0,107678110.0,86258990.0,89071280.0,187531380.0,104264520.0
75,50.12,52.2425,50.6875,50.435,51.625,52.5875,52.59,53.16,53.115,50.66,51.6225,51.04
76,50.5129,53.035,51.61,51.285,51.79,53.182674,53.3375,53.4125,53.60875,53.01275,51.7975,52.1375
77,49.7875,50.2075,50.646725,49.9175,50.96,52.50625,52.58,52.9008,52.6875,50.25,51.264324,50.8825
78,49.905,50.255,50.79,50.865,51.07,52.655,52.72,53.2475,53.2975,52.3575,51.465,51.965
79,89927550.0,190159140.0,146189780.0,111533460.0,115254500.0,97727660.0,107678110.0,86258990.0,89071280.0,187531380.0,104264520.0,103589380.0
80,52.2425,50.6875,50.435,51.625,52.5875,52.59,53.16,53.115,50.66,51.6225,51.04,51.3825
81,53.035,51.61,51.285,51.79,53.182674,53.3375,53.4125,53.60875,53.01275,51.7975,52.1375,51.43
82,50.2075,50.646725,49.9175,50.96,52.50625,52.58,52.9008,52.6875,50.25,51.264324,50.8825,50.83
83,50.255,50.79,50.865,51.07,52.655,52.72,53.2475,53.2975,52.3575,51.465,51.965,51.025
84,190159140.0,146189780.0,111533460.0,115254500.0,97727660.0,107678110.0,86258990.0,89071280.0,187531380.0,104264520.0,103589380.0,63830530.0
85,50.6875,50.435,51.625,52.5875,52.59,53.16,53.115,50.66,51.6225,51.04,51.3825,52.2525
86,51.61,51.285,51.79,53.182674,53.3375,53.4125,53.60875,53.01275,51.7975,52.1375,51.43,52.33
87,50.646725,49.9175,50.96,52.50625,52.58,52.9008,52.6875,50.25,51.264324,50.8825,50.83,51.66375
88,50.79,50.865,51.07,52.655,52.72,53.2475,53.2975,52.3575,51.465,51.965,51.025,52.125
89,146189780.0,111533460.0,115254500.0,97727660.0,107678110.0,86258990.0,89071280.0,187531380.0,104264520.0,103589380.0,63830530.0,84030610.0
90,50.435,51.625,52.5875,52.59,53.16,53.115,50.66,51.6225,51.04,51.3825,52.2525,52.185
91,51.285,51.79,53.182674,53.3375,53.4125,53.60875,53.01275,51.7975,52.1375,51.43,52.33,52.6125
92,49.9175,50.96,52.50625,52.58,52.9008,52.6875,50.25,51.264324,50.8825,50.83,51.66375,51.8
93,50.865,51.07,52.655,52.72,53.2475,53.2975,52.3575,51.465,51.965,51.025,52.125,52.54
94,111533460.0,115254500.0,97727660.0,107678110.0,86258990.0,89071280.0,187531380.0,104264520.0,103589380.0,63830530.0,84030610.0,82596760.0
95,51.625,52.5875,52.59,53.16,53.115,50.66,51.6225,51.04,51.3825,52.2525,52.185,51.425
96,51.79,53.182674,53.3375,53.4125,53.60875,53.01275,51.7975,52.1375,51.43,52.33,52.6125,51.745
97,50.96,52.50625,52.58,52.9008,52.6875,50.25,51.264324,50.8825,50.83,51.66375,51.8,51.055
98,51.07,52.655,52.72,53.2475,53.2975,52.3575,51.465,51.965,51.025,52.125,52.54,51.6075
99,115254500.0,97727660.0,107678110.0,86258990.0,89071280.0,187531380.0,104264520.0,103589380.0,63830530.0,84030610.0,82596760.0,80238296.0
100,52.5875,52.59,53.16,53.115,50.66,51.6225,51.04,51.3825,52.2525,52.185,51.425,52.2975
101,53.182674,53.3375,53.4125,53.60875,53.01275,51.7975,52.1375,51.43,52.33,52.6125,51.745,52.37
102,52.50625,52.58,52.9008,52.6875,50.25,51.264324,50.8825,50.83,51.66375,51.8,51.055,51.83
103,52.655,52.72,53.2475,53.2975,52.3575,51.465,51.965,51.025,52.125,52.54,51.6075,52.0975
104,97727660.0,107678110.0,86258990.0,89071280.0,187531380.0,104264520.0,103589380.0,63830530.0,84030610.0,82596760.0,80238296.0,76867280.0
105,52.59,53.16,53.115,50.66,51.6225,51.04,51.3825,52.2525,52.185,51.425,52.2975,53.32
106,53.3375,53.4125,53.60875,53.01275,51.7975,52.1375,51.43,52.33,52.6125,51.745,52.37,53.4925
107,52.58,52.9008,52.6875,50.25,51.264324,50.8825,50.83,51.66375,51.8,51.055,51.83,52.8775
108,52.72,53.2475,53.2975,52.3575,51.465,51.965,51.025,52.125,52.54,51.6075,52.0975,53.0
109,107678110.0,86258990.0,89071280.0,187531380.0,104264520.0,103589380.0,63830530.0,84030610.0,82596760.0,80238296.0,76867280.0,95787940.0
110,53.16,53.115,50.66,51.6225,51.04,51.3825,52.2525,52.185,51.425,52.2975,53.32,53.315
111,53.4125,53.60875,53.01275,51.7975,52.1375,51.43,52.33,52.6125,51.745,52.37,53.4925,53.605
112,52.9008,52.6875,50.25,51.264324,50.8825,50.83,51.66375,51.8,51.055,51.83,52.8775,53.1275
113,53.2475,53.2975,52.3575,51.465,51.965,51.025,52.125,52.54,51.6075,52.0975,53.0,53.5125
114,86258990.0,89071280.0,187531380.0,104264520.0,103589380.0,63830530.0,84030610.0,82596760.0,80238296.0,76867280.0,95787940.0,77449176.0
115,53.115,50.66,51.6225,51.04,51.3825,52.2525,52.185,51.425,52.2975,53.32,53.315,53.5425
116,53.60875,53.01275,51.7975,52.1375,51.43,52.33,52.6125,51.745,52.37,53.4925,53.605,54.11
117,52.6875,50.25,51.264324,50.8825,50.83,51.66375,51.8,51.055,51.83,52.8775,53.1275,52.7675
118,53.2975,52.3575,51.465,51.965,51.025,52.125,52.54,51.6075,52.0975,53.0,53.5125,53.71
119,89071280.0,187531380.0,104264520.0,103589380.0,63830530.0,84030610.0,82596760.0,80238296.0,76867280.0,95787940.0,77449176.0,109237600.0
120,50.66,51.6225,51.04,51.3825,52.2525,52.185,51.425,52.2975,53.32,53.315,53.5425,54.175
121,53.01275,51.7975,52.1375,51.43,52.33,52.6125,51.745,52.37,53.4925,53.605,54.11,54.195
122,50.25,51.264324,50.8825,50.83,51.66375,51.8,51.055,51.83,52.8775,53.1275,52.7675,52.9275
123,52.3575,51.465,51.965,51.025,52.125,52.54,51.6075,52.0975,53.0,53.5125,53.71,53.465
124,187531380.0,104264520.0,103589380.0,63830530.0,84030610.0,82596760.0,80238296.0,76867280.0,95787940.0,77449176.0,109237600.0,127111730.0
125,51.6225,51.04,51.3825,52.2525,52.185,51.425,52.2975,53.32,53.315,53.5425,54.175,55.8975
126,51.7975,52.1375,51.43,52.33,52.6125,51.745,52.37,53.4925,53.605,54.11,54.195,55.9275
127,51.264324,50.8825,50.83,51.66375,51.8,51.055,51.83,52.8775,53.1275,52.7675,52.9275,54.4325
128,51.465,51.965,51.025,52.125,52.54,51.6075,52.0975,53.0,53.5125,53.71,53.465,54.5175
129,104264520.0,103589380.0,63830530.0,84030610.0,82596760.0,80238296.0,76867280.0,95787940.0,77449176.0,109237600.0,127111730.0,177158600.0
130,51.04,51.3825,52.2525,52.185,51.425,52.2975,53.32,53.315,53.5425,54.175,55.8975,55.77125
131,52.1375,51.43,52.33,52.6125,51.745,52.37,53.4925,53.605,54.11,54.195,55.9275,56.605
132,50.8825,50.83,51.66375,51.8,51.055,51.83,52.8775,53.1275,52.7675,52.9275,54.4325,55.715
133,51.965,51.025,52.125,52.54,51.6075,52.0975,53.0,53.5125,53.71,53.465,54.5175,56.2
134,103589380.0,63830530.0,84030610.0,82596760.0,80238296.0,76867280.0,95787940.0,77449176.0,109237600.0,127111730.0,177158600.0,128906670.0
135,51.3825,52.2525,52.185,51.425,52.2975,53.32,53.315,53.5425,54.175,55.8975,55.77125,54.6875
136,51.43,52.33,52.6125,51.745,52.37,53.4925,53.605,54.11,54.195,55.9275,56.605,55.1975
137,50.83,51.66375,51.8,51.055,51.83,52.8775,53.1275,52.7675,52.9275,54.4325,55.715,54.255
138,51.025,52.125,52.54,51.6075,52.0975,53.0,53.5125,53.71,53.465,54.5175,56.2,55.0
139,63830530.0,84030610.0,82596760.0,80238296.0,76867280.0,95787940.0,77449176.0,109237600.0,127111730.0,177158600.0,128906670.0,159053180.0
140,52.2525,52.185,51.425,52.2975,53.32,53.315,53.5425,54.175,55.8975,55.77125,54.6875,54.975
141,52.33,52.6125,51.745,52.37,53.4925,53.605,54.11,54.195,55.9275,56.605,55.1975,55.0325
142,51.66375,51.8,51.055,51.83,52.8775,53.1275,52.7675,52.9275,54.4325,55.715,54.255,54.39
143,52.125,52.54,51.6075,52.0975,53.0,53.5125,53.71,53.465,54.5175,56.2,55.0,54.4325
144,84030610.0,82596760.0,80238296.0,76867280.0,95787940.0,77449176.0,109237600.0,127111730.0,177158600.0,128906670.0,159053180.0,84632560.0
145,52.185,51.425,52.2975,53.32,53.315,53.5425,54.175,55.8975,55.77125,54.6875,54.975,55.175
146,52.6125,51.745,52.37,53.4925,53.605,54.11,54.195,55.9275,56.605,55.1975,55.0325,55.205
147,51.8,51.055,51.83,52.8775,53.1275,52.7675,52.9275,54.4325,55.715,54.255,54.39,54.78
148,52.54,51.6075,52.0975,53.0,53.5125,53.71,53.465,54.5175,56.2,55.0,54.4325,54.99
149,82596760.0,80238296.0,76867280.0,95787940.0,77449176.0,109237600.0,127111730.0,177158600.0,128906670.0,159053180.0,84632560.0,73545870.0
150,51.425,52.2975,53.32,53.315,53.5425,54.175,55.8975,55.77125,54.6875,54.975,55.175,55.6925
151,51.745,52.37,53.4925,53.605,54.11,54.195,55.9275,56.605,55.1975,55.0325,55.205,55.7125
152,51.055,51.83,52.8775,53.1275,52.7675,52.9275,54.4325,55.715,54.255,54.39,54.78,54.86
153,51.6075,52.0975,53.0,53.5125,53.71,53.465,54.5175,56.2,55.0,54.4325,54.99,55.265
154,80238296.0,76867280.0,95787940.0,77449176.0,109237600.0,127111730.0,177158600.0,128906670.0,159053180.0,84632560.0,73545870.0,102572370.0
155,52.2975,53.32,53.315,53.5425,54.175,55.8975,55.77125,54.6875,54.975,55.175,55.6925,55.24
156,52.37,53.4925,53.605,54.11,54.195,55.9275,56.605,55.1975,55.0325,55.205,55.7125,55.94
157,51.83,52.8775,53.1275,52.7675,52.9275,54.4325,55.715,54.255,54.39,54.78,54.86,55.0925
158,52.0975,53.0,53.5125,53.71,53.465,54.5175,56.2,55.0,54.4325,54.99,55.265,55.5025
159,76867280.0,95787940.0,77449176.0,109237600.0,127111730.0,177158600.0,128906670.0,159053180.0,84632560.0,73545870.0,102572370.0,88751500.0
160,53.32,53.315,53.5425,54.175,55.8975,55.77125,54.6875,54.975,55.175,55.6925,55.24,54.4325
161,53.4925,53.605,54.11,54.195,55.9275,56.605,55.1975,55.0325,55.205,55.7125,55.94,55.64
162,52.8775,53.1275,52.7675,52.9275,54.4325,55.715,54.255,54.39,54.78,54.86,55.0925,54.36825
163,53.0,53.5125,53.71,53.465,54.5175,56.2,55.0,54.4325,54.99,55.265,55.5025,55.345
164,95787940.0,77449176.0,109237600.0,127111730.0,177158600.0,128906670.0,159053180.0,84632560.0,73545870.0,102572370.0,88751500.0,231908380.0
165,53.315,53.5425,54.175,55.8975,55.77125,54.6875,54.975,55.175,55.6925,55.24,54.4325,54.68
166,53.605,54.11,54.195,55.9275,56.605,55.1975,55.0325,55.205,55.7125,55.94,55.64,54.96
167,53.1275,52.7675,52.9275,54.4325,55.715,54.255,54.39,54.78,54.86,55.0925,54.36825,54.4125
168,53.5125,53.71,53.465,54.5175,56.2,55.0,54.4325,54.99,55.265,55.5025,55.345,54.7375
169,77449176.0,109237600.0,127111730.0,177158600.0,128906670.0,159053180.0,84632560.0,73545870.0,102572370.0,88751500.0,231908380.0,77678590.0
170,53.5425,54.175,55.8975,55.77125,54.6875,54.975,55.175,55.6925,55.24,54.4325,54.68,54.42
171,54.11,54.195,55.9275,56.605,55.1975,55.0325,55.205,55.7125,55.94,55.64,54.96,55.6225
172,52.7675,52.9275,54.4325,55.715,54.255,54.39,54.78,54.86,55.0925,54.36825,54.4125,54.2975
173,53.71,53.465,54.5175,56.2,55.0,54.4325,54.99,55.265,55.5025,55.345,54.7375,55.2575
174,109237600.0,127111730.0,177158600.0,128906670.0,159053180.0,84632560.0,73545870.0,102572370.0,88751500.0,231908380.0,77678590.0,125737470.0
175,54.175,55.8975,55.77125,54.6875,54.975,55.175,55.6925,55.24,54.4325,54.68,54.42,55.2575
176,54.195,55.9275,56.605,55.1975,55.0325,55.205,55.7125,55.94,55.64,54.96,55.6225,55.375
177,52.9275,54.4325,55.715,54.255,54.39,54.78,54.86,55.0925,54.36825,54.4125,54.2975,54.28505
178,53.465,54.5175,56.2,55.0,54.4325,54.99,55.265,55.5025,55.345,54.7375,55.2575,54.6375
179,127111730.0,177158600.0,128906670.0,159053180.0,84632560.0,73545870.0,102572370.0,88751500.0,231908380.0,77678590.0,125737470.0,89924024.0
180,55.8975,55.77125,54.6875,54.975,55.175,55.6925,55.24,54.4325,54.68,54.42,55.2575,54.9725
181,55.9275,56.605,55.1975,55.0325,55.205,55.7125,55.94,55.64,54.96,55.6225,55.375,55.235
182,54.4325,55.715,54.255,54.39,54.78,54.86,55.0925,54.36825,54.4125,54.2975,54.28505,54.7075
183,54.5175,56.2,55.0,54.4325,54.99,55.265,55.5025,55.345,54.7375,55.2575,54.6375,55.0
184,177158600.0,128906670.0,159053180.0,84632560.0,73545870.0,102572370.0,88751500.0,231908380.0,77678590.0,125737470.0,89924024.0,76353250.0
185,55.77125,54.6875,54.975,55.175,55.6925,55.24,54.4325,54.68,54.42,55.2575,54.9725,54.705
186,56.605,55.1975,55.0325,55.205,55.7125,55.94,55.64,54.96,55.6225,55.375,55.235,55.24
187,55.715,54.255,54.39,54.78,54.86,55.0925,54.36825,54.4125,54.2975,54.28505,54.7075,54.32035
188,56.2,55.0,54.4325,54.99,55.265,55.5025,55.345,54.7375,55.2575,54.6375,55.0,55.135
189,128906670.0,159053180.0,84632560.0,73545870.0,102572370.0,88751500.0,231908380.0,77678590.0,125737470.0,89924024.0,76353250.0,101445140.0
190,54.6875,54.975,55.175,55.6925,55.24,54.4325,54.68,54.42,55.2575,54.9725,54.705,55.9925
191,55.1975,55.0325,55.205,55.7125,55.94,55.64,54.96,55.6225,55.375,55.235,55.24,56.145
192,54.255,54.39,54.78,54.86,55.0925,54.36825,54.4125,54.2975,54.28505,54.7075,54.32035,55.1975
193,55.0,54.4325,54.99,55.265,55.5025,55.345,54.7375,55.2575,54.6375,55.0,55.135,55.225
194,159053180.0,84632560.0,73545870.0,102572370.0,88751500.0,231908380.0,77678590.0,125737470.0,89924024.0,76353250.0,101445140.0,105274340.0
195,54.975,55.175,55.6925,55.24,54.4325,54.68,54.42,55.2575,54.9725,54.705,55.9925,56.1475
196,55.0325,55.205,55.7125,55.94,55.64,54.96,55.6225,55.375,55.235,55.24,56.145,57.055
197,54.39,54.78,54.86,55.0925,54.36825,54.4125,54.2975,54.28505,54.7075,54.32035,55.1975,56.05
198,54.4325,54.99,55.265,55.5025,55.345,54.7375,55.2575,54.6375,55.0,55.135,55.225,56.2675
199,84632560.0,73545870.0,102572370.0,88751500.0,231908380.0,77678590.0,125737470.0,89924024.0,76353250.0,101445140.0,105274340.0,144748660.0
200,55.175,55.6925,55.24,54.4325,54.68,54.42,55.2575,54.9725,54.705,55.9925,56.1475,54.74
201,55.205,55.7125,55.94,55.64,54.96,55.6225,55.375,55.235,55.24,56.145,57.055,55.895
202,54.78,54.86,55.0925,54.36825,54.4125,54.2975,54.28505,54.7075,54.32035,55.1975,56.05,54.4825
203,54.99,55.265,55.5025,55.345,54.7375,55.2575,54.6375,55.0,55.135,55.225,56.2675,55.765
204,73545870.0,102572370.0,88751500.0,231908380.0,77678590.0,125737470.0,89924024.0,76353250.0,101445140.0,105274340.0,144748660.0,143069020.0
205,55.6925,55.24,54.4325,54.68,54.42,55.2575,54.9725,54.705,55.9925,56.1475,54.74,55.205
206,55.7125,55.94,55.64,54.96,55.6225,55.375,55.235,55.24,56.145,57.055,55.895,55.24
207,54.86,55.0925,54.36825,54.4125,54.2975,54.28505,54.7075,54.32035,55.1975,56.05,54.4825,53.783
208,55.265,55.5025,55.345,54.7375,55.2575,54.6375,55.0,55.135,55.225,56.2675,55.765,54.6075
209,102572370.0,88751500.0,231908380.0,77678590.0,125737470.0,89924024.0,76353250.0,101445140.0,105274340.0,144748660.0,143069020.0,121410744.0
210,55.24,54.4325,54.68,54.42,55.2575,54.9725,54.705,55.9925,56.1475,54.74,55.205,56.7525
211,55.94,55.64,54.96,55.6225,55.375,55.235,55.24,56.145,57.055,55.895,55.24,56.8725
212,55.0925,54.36825,54.4125,54.2975,54.28505,54.7075,54.32035,55.1975,56.05,54.4825,53.783,55.9725
213,55.5025,55.345,54.7375,55.2575,54.6375,55.0,55.135,55.225,56.2675,55.765,54.6075,56.41
214,88751500.0,231908380.0,77678590.0,125737470.0,89924024.0,76353250.0,101445140.0,105274340.0,144748660.0,143069020.0,121410744.0,139022200.0
215,54.4325,54.68,54.42,55.2575,54.9725,54.705,55.9925,56.1475,54.74,55.205,56.7525,56.765
216,55.64,54.96,55.6225,55.375,55.235,55.24,56.145,57.055,55.895,55.24,56.8725,57.4825
217,54.36825,54.4125,54.2975,54.28505,54.7075,54.32035,55.1975,56.05,54.4825,53.783,55.9725,56.46
218,55.345,54.7375,55.2575,54.6375,55.0,55.135,55.225,56.2675,55.765,54.6075,56.41,56.5675
219,231908380.0,77678590.0,125737470.0,89924024.0,76353250.0,101445140.0,105274340.0,144748660.0,143069020.0,121410744.0,139022200.0,123557070.0
220,54.68,54.42,55.2575,54.9725,54.705,55.9925,56.1475,54.74,55.205,56.7525,56.765,56.1
221,54.96,55.6225,55.375,55.235,55.24,56.145,57.055,55.895,55.24,56.8725,57.4825,57.015
222,54.4125,54.2975,54.28505,54.7075,54.32035,55.1975,56.05,54.4825,53.783,55.9725,56.46,56.0825
223,54.7375,55.2575,54.6375,55.0,55.135,55.225,56.2675,55.765,54.6075,56.41,56.5675,56.455
224,77678590.0,125737470.0,89924024.0,76353250.0,101445140.0,105274340.0,144748660.0,143069020.0,121410744.0,139022200.0,123557070.0,117130800.0
225,54.42,55.2575,54.9725,54.705,55.9925,56.1475,54.74,55.205,56.7525,56.765,56.1,56.7575
226,55.6225,55.375,55.235,55.24,56.145,57.055,55.895,55.24,56.8725,57.4825,57.015,56.9475
227,54.2975,54.28505,54.7075,54.32035,55.1975,56.05,54.4825,53.783,55.9725,56.46,56.0825,56.41
228,55.2575,54.6375,55.0,55.135,55.225,56.2675,55.765,54.6075,56.41,56.5675,56.455,56.7575
229,125737470.0,89924024.0,76353250.0,101445140.0,105274340.0,144748660.0,143069020.0,121410744.0,139022200.0,123557070.0,117130800.0,76117700.0
230,55.2575,54.9725,54.705,55.9925,56.1475,54.74,55.205,56.7525,56.765,56.1,56.7575,57.5225
231,55.375,55.235,55.24,56.145,57.055,55.895,55.24,56.8725,57.4825,57.015,56.9475,57.61
232,54.28505,54.7075,54.32035,55.1975,56.05,54.4825,53.783,55.9725,56.46,56.0825,56.41,56.825
233,54.6375,55.0,55.135,55.225,56.2675,55.765,54.6075,56.41,56.5675,56.455,56.7575,56.9825
